date,lake,sediment
2019-11-10,East Lake Bonney,NA
2019-11-10,West Lake Bonney,NA
2019-11-11,Lake Fryxell,0.3638864183425902
2019-11-11,Lake Hoare,0.2763850190490487
2019-11-11,East Lake Bonney,0.33371661603450775
2019-11-11,West Lake Bonney,0.35405621401965603
2019-11-15,Lake Fryxell,0.37899168521165855
2019-11-15,Lake Hoare,0.37317796044051643
2019-11-15,East Lake Bonney,0.3324858504533765
2019-11-15,West Lake Bonney,0.34967074096202844
2019-11-17,Lake Fryxell,0.36765766330063343
2019-11-17,Lake Hoare,0.361621508002281
2019-11-17,East Lake Bonney,0.3239167498797177
2019-11-17,West Lake Bonney,0.3205144160240887
2019-11-24,Lake Fryxell,0.3560646394640209
2019-11-24,Lake Hoare,0.28747003450989717
2019-11-24,East Lake Bonney,0.3793492493778469
2019-11-24,West Lake Bonney,0.4097802029550076
2019-11-26,Lake Fryxell,0.24485445562750088
2019-11-26,Lake Hoare,NA
2019-11-26,East Lake Bonney,NA
2019-11-26,West Lake Bonney,NA
2019-11-27,Lake Fryxell,0.37268458738923066
2019-11-27,Lake Hoare,0.32163111418485635
2019-11-27,East Lake Bonney,0.36539411023259183
2019-11-27,West Lake Bonney,0.4084208837896587
2019-12-03,Lake Fryxell,0.36845500208437443
2019-12-03,Lake Hoare,0.3345220878347753
2019-12-03,East Lake Bonney,0.372181903794408
2019-12-03,West Lake Bonney,0.4034604004770519
2019-12-17,Lake Fryxell,0.5204376058280469
2019-12-17,Lake Hoare,0.4738119035959241
2019-12-17,East Lake Bonney,0.4793223198503256
2019-12-17,West Lake Bonney,0.47331815972924246
2019-12-24,Lake Fryxell,0.4316534181684256
2019-12-24,Lake Hoare,0.37963810529559855
2019-12-24,East Lake Bonney,0.448708129301667
2019-12-24,West Lake Bonney,0.4618871866911652
2019-12-26,Lake Fryxell,0.4197948841750623
2019-12-26,Lake Hoare,0.3669877598807214
2019-12-26,East Lake Bonney,0.44479635111987575
2019-12-26,West Lake Bonney,0.46620400637388243
2019-12-31,Lake Fryxell,0.37927546255290523
2019-12-31,Lake Hoare,0.31561185605823994
2019-12-31,East Lake Bonney,0.43083483114838594
2019-12-31,West Lake Bonney,0.44149725839495624
2020-01-02,Lake Fryxell,0.4261072386056183
2020-01-02,Lake Hoare,0.34586823709309084
2020-01-02,East Lake Bonney,0.4341474217176441
2020-01-02,West Lake Bonney,0.45943947374820726
2020-01-11,Lake Fryxell,0.48187977083027367
2020-01-11,Lake Hoare,0.4085309475660326
2020-01-11,East Lake Bonney,0.46237993806600575
2020-01-11,West Lake Bonney,0.49614345252513864
2020-01-20,Lake Fryxell,0.44445670984685437
2020-01-20,Lake Hoare,0.3796712008863686
2020-01-20,East Lake Bonney,0.41328973285853843
2020-01-20,West Lake Bonney,0.44840895824134375
2020-10-30,Lake Fryxell,0.4295368485152719
2020-10-30,Lake Hoare,0.402283287644386
2020-10-30,East Lake Bonney,0.32656965464353566
2020-10-30,West Lake Bonney,0.34190812446177
2020-11-15,Lake Fryxell,0.41114621035754667
2020-11-15,Lake Hoare,0.3841898262500765
2020-11-15,East Lake Bonney,0.3387005060166119
2020-11-15,West Lake Bonney,0.3694655860215427
2020-11-17,Lake Fryxell,0.4171133404225114
2020-11-17,Lake Hoare,0.39045758612453946
2020-11-17,East Lake Bonney,0.32604843229055425
2020-11-17,West Lake Bonney,0.3545605668425558
2020-11-19,Lake Fryxell,0.4071410229057075
2020-11-19,Lake Hoare,0.3772675484418867
2020-11-19,East Lake Bonney,0.3262224879115819
2020-11-19,West Lake Bonney,0.35047102846205236
2020-11-24,Lake Fryxell,0.4104217457026242
2020-11-24,Lake Hoare,0.3790968675911427
2020-11-24,East Lake Bonney,0.3463689074665311
2020-11-24,West Lake Bonney,0.3881404899060724
2020-11-26,Lake Fryxell,0.39824353046715283
2020-11-26,Lake Hoare,0.3666830208897589
2020-11-26,East Lake Bonney,0.35164037913084034
2020-11-26,West Lake Bonney,0.4016590570658446
2020-11-28,Lake Fryxell,0.39536919049918634
2020-11-28,Lake Hoare,NA
2020-11-28,East Lake Bonney,NA
2020-11-28,West Lake Bonney,NA
2020-11-29,Lake Fryxell,0.3978012449294331
2020-11-29,Lake Hoare,0.3565756074339149
2020-11-29,East Lake Bonney,0.37338714383542554
2020-11-29,West Lake Bonney,0.42874002702534214
2020-12-01,Lake Fryxell,0.38478631056845214
