date,lake,sediment
2020-11-24,Lake Fryxell,0.3480294498669112
2020-11-24,West Lake Bonney,0.7364306566421368
2020-11-26,East Lake Bonney,0.6668281030657233
2020-11-26,Lake Hoare,0.3629077687255096
2020-11-26,Lake Fryxell,0.3355293309107043
2020-11-26,West Lake Bonney,0.6890405949390904
2020-11-28,East Lake Bonney,0.9999999999999999
2020-11-28,Lake Hoare,0.5354936373426785
2020-11-28,Lake Fryxell,0.3158865362197659
2020-11-28,West Lake Bonney,NA
2020-11-29,East Lake Bonney,0.6024761356358014
2020-11-29,Lake Hoare,0.3421110172445558
2020-11-29,Lake Fryxell,0.3091352091110357
2020-11-29,West Lake Bonney,0.6290154478375322
2020-12-01,East Lake Bonney,0.5038198312979556
2020-12-01,Lake Hoare,0.2978972635384937
2020-12-01,Lake Fryxell,0.29403481510965773
2020-12-01,West Lake Bonney,0.5726009981201587
2020-12-03,East Lake Bonney,0.5321273278205014
2020-12-03,Lake Hoare,0.26123907311893435
2020-12-03,Lake Fryxell,0.27547216975734634
2020-12-03,West Lake Bonney,0.5924046209265883
2020-12-08,East Lake Bonney,0.44192493437472014
2020-12-08,Lake Hoare,0.19939442439942795
2020-12-08,Lake Fryxell,0.2208469700461989
2020-12-08,West Lake Bonney,0.5466516381833966
2020-12-10,East Lake Bonney,0.4439227489529761
2020-12-10,Lake Hoare,0.23700250088824834
2020-12-10,Lake Fryxell,0.23119302803794198
2020-12-10,West Lake Bonney,0.5544309898412105
2020-12-14,East Lake Bonney,NA
2020-12-14,Lake Hoare,0.5225319342507749
2020-12-14,Lake Fryxell,0.09338638943982436
2020-12-14,West Lake Bonney,NA
2020-12-15,East Lake Bonney,0.4488047988269447
2020-12-15,Lake Hoare,0.4578190357996062
2020-12-15,Lake Fryxell,0.22647373654443625
2020-12-15,West Lake Bonney,0.5463535378732505
2020-12-21,East Lake Bonney,0.4421552114396651
2020-12-21,Lake Hoare,0.27321251124056317
2020-12-21,Lake Fryxell,0.14507720030729757
2020-12-21,West Lake Bonney,0.5645012692198528
2020-12-24,East Lake Bonney,0.4261617759825445
2020-12-24,Lake Hoare,0.2620048690769941
2020-12-24,Lake Fryxell,0.14260903161710956
2020-12-24,West Lake Bonney,0.5206615637085956
2020-12-26,East Lake Bonney,0.42152475002047074
2020-12-26,Lake Hoare,0.24568417449595376
2020-12-26,Lake Fryxell,0.1386806639917191
2020-12-26,West Lake Bonney,0.5213874884576138
2020-12-30,East Lake Bonney,NA
2020-12-30,Lake Hoare,NA
2020-12-30,Lake Fryxell,0.14594840772438641
2020-12-30,West Lake Bonney,NA
2021-01-06,East Lake Bonney,0.42385791698358855
2021-01-06,Lake Hoare,0.2580032915829847
2021-01-06,Lake Fryxell,0.14061011283526018
2021-01-06,West Lake Bonney,0.5203977864483916
2021-01-13,East Lake Bonney,0.2913572364684819
2021-01-13,Lake Hoare,0.18967901049569974
2021-01-13,Lake Fryxell,0.14544611275508806
2021-01-13,West Lake Bonney,0.3508574416613179
2021-01-15,East Lake Bonney,NA
2021-01-15,Lake Hoare,NA
2021-01-15,Lake Fryxell,0.07566613933592643
2021-01-15,West Lake Bonney,NA
2021-01-16,East Lake Bonney,0.4267040231311482
2021-01-16,Lake Hoare,0.25965303155385355
2021-01-16,Lake Fryxell,0.14376433276408668
2021-01-16,West Lake Bonney,0.5211726364043477
2021-01-18,East Lake Bonney,0.4226246014895258
2021-01-18,Lake Hoare,0.3261260439696169
2021-01-18,Lake Fryxell,0.14459992709910185
2021-01-18,West Lake Bonney,0.5661539636821202
2021-01-22,East Lake Bonney,0.4428324640085559
2021-01-22,Lake Hoare,0.2832110835727669
2021-01-22,Lake Fryxell,0.14435225799024193
2021-01-22,West Lake Bonney,0.5247238635114753
2021-02-01,East Lake Bonney,0.4428544978386337
2021-02-01,Lake Hoare,0.28343084958767406
2021-02-01,Lake Fryxell,0.14782971836327155
2021-02-01,West Lake Bonney,0.5266164817715354
2021-10-31,East Lake Bonney,0.9476425884984281
2021-10-31,Lake Hoare,0.596815997362517
2021-10-31,Lake Fryxell,0.4232043561714782
2021-10-31,West Lake Bonney,0.9478744549120947
2021-11-04,East Lake Bonney,0.9673294619876487
2021-11-04,Lake Hoare,0.6203862446137052
2021-11-04,Lake Fryxell,0.44816487765167295
2021-11-04,West Lake Bonney,0.9643636401059115
2021-11-09,East Lake Bonney,0.9127847630928186
2021-11-09,Lake Hoare,0.45595909298221665
2021-11-09,Lake Fryxell,0.4779438639603242
2021-11-09,West Lake Bonney,0.9171243426750084
2021-11-11,East Lake Bonney,0.9638569140846376
